schulnummer,schulname,description_generated,error,is_private_school,tuition_monthly_eur,tuition_annual_eur,registration_fee_eur,material_fee_annual_eur,meal_plan_monthly_eur,after_school_care_monthly_eur,scholarship_available,income_based_tuition,tuition_notes,tuition_source_url,sources,generated_at
07P01,Katholische Schule Sankt Franziskus (Integrierte Sekundarschule),True,,True,,,,,,,,,School is listed as 'Schule in freier Trägerschaft' (private school). Specific tuition and fee information could not be verified from publicly available sources. Contact the school directly at 030 914 294 80 for current pricing.,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://kssf-berlin.de; https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,2026-01-19T21:57:59.035167
08P04,Katholische Schule Sankt Marien,True,,True,,,,,,,,,No tuition or fee details publicly available from school website or Berlin education authority sources.,https://marienschule-berlin.de; https://www.bildung.berlin.de/Schulverzeichnis,https://marienschule-berlin.de; https://www.bildung.berlin.de/Schulverzeichnis,2026-01-19T21:58:14.773990
08K12,Kepler-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Cafeteria operated by student company 'Kepleria'; no specific costs detailed.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29567,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29567,2026-01-19T21:58:37.205512
10K03,Kerschensteiner-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential minor costs for materials or trips not specified in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29029,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29029,2026-01-19T21:58:51.744949
06P06,Königin-Luise-Stiftung,True,,True,,,,,,,,,No tuition details publicly available in searched sources including school website and Berlin Senatsverwaltung profiles.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28512,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28512,2026-01-19T21:59:07.674723
03K03,Konrad-Duden-Schule (Integrierte Sekundarschule),True,,False,,,,,,,,,"Public school; no tuition. Possible unquantified costs for trips (e.g., ski trips) or meals via external provider nobis gGmbH.",https://www.isskd.de,https://www.isskd.de,2026-01-19T21:59:21.334839
10K09,Konrad-Wachsmann-Schule,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. Lunch via Sunshine Catering, but costs not specified.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29269,https://www.konrad-wachsmann-schule.de; https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29269,2026-01-19T21:59:43.869020
06K03,Kopernikus-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,"Public school; no tuition fees. Meals provided via on-site kitchen (3 cooks), but costs not specified.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28558,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28558,2026-01-19T21:59:56.155677
11K15,Kosmos-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school (öffentlich); no tuition or fees mentioned in sources. Potential minor costs for materials or trips not specified.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29836,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29836,2026-01-19T22:00:24.296731
03K01,Kurt-Schwitters-Schule,True,,False,,,,,,,False,False,Public school (staatlich); no tuition fees. Minor costs for excursions or materials possible but not specified in sources.,https://www.sekundarschulen-berlin.de/kurt-schwitters-schule,https://www.sekundarschulen-berlin.de/kurt-schwitters-schule; https://www.kurt-schwitters.schule,2026-01-19T22:00:39.469445
03K02,Kurt-Tucholsky-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school; no tuition fees. No details on optional costs like materials or trips found.,N/A (public school confirmed via Berlin Senatsverwaltung and district sources),https://www.kto-berlin.de,2026-01-19T22:00:52.787625
05K01,Martin-Buber-Oberschule (Integrierte Sekundarschule),True,,False,,,,,,,,,"Martin-Buber-Oberschule is a public school (Öffentliche Schule) funded by the Berlin Senate. No tuition fees are charged. Parents may incur costs for materials, field trips, and optional programs, but these are not detailed in publicly available sources.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29205,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29205,2026-01-19T22:01:12.251052
12K03,Max-Beckmann-Schule (Integrierte Sekundarschule),True,,False,,,,,,,,,"Public school with no tuition charges. Parents may incur costs for materials, meals, and field trips, but specific amounts are not publicly documented.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29055,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29055,2026-01-19T22:01:33.807141
06K08,Max-von-Laue-Schule,True,,False,,,,,,,False,False,"Public school (Öffentlich); no tuition fees. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://max-von-laue-oberschule.de,https://max-von-laue-oberschule.de,2026-01-19T22:01:58.224106
11K13,May-Ayim-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school; no tuition fees. Potential standard public school costs for materials or trips not detailed in sources.,"https://may-ayim-schule.de, https://www.sekundarschulen-berlin.de/13-integrierte-sekundarschule",https://www.sekundarschulen-berlin.de/13-integrierte-sekundarschule; https://may-ayim-schule.de,2026-01-19T22:02:11.442228
09K01,Merian-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,"Public school; no tuition or fees mentioned. Digital system supports meal ordering, but no costs specified.",https://schulen.de/schulen/merian-schule-berlin-13167/,https://schulen.de/schulen/merian-schule-berlin-13167/,2026-01-19T22:02:34.890094
11K02,Mildred-Harnack-Schule,True,,False,,,,,,,False,False,"Public state school (Staatliche Europa-Schule); no tuition fees apply. No mentions of material, meal, or after-school costs.",https://mildred-harnack-schule.de (school website indicates staatliche/public status)[2],https://mildred-harnack-schule.de,2026-01-19T22:02:54.542831
12P14,Montessori Campus am Tegeler Forst,True,,True,,,,,,,,,No tuition or fee information publicly available from searched sources,,,2026-01-19T22:03:06.698208
04K04,Nelson-Mandela-Schule,True,,False,,,,,,,False,False,Public state school with no tuition; IB exam fees approximately $1000 (not covered by school). Potential minor costs for materials or trips not specified.,"https://en.wikipedia.org/wiki/Nelson_Mandela_School,_Berlin","https://en.wikipedia.org/wiki/Nelson_Mandela_School,_Berlin; https://www.nelson-mandela-schule.net.[1",2026-01-19T22:03:16.046825
09P21,NEWSchool (Integrierte Sekundarschule) (KEIN Schulbetrieb),True,,False,,,,,,,,,"School is not currently operating (KEIN Schulbetrieb). As a public ISS in Berlin, tuition would be free if operational. No fees apply to public schools in Berlin.",https://www.bildung.berlin.de/Schulverzeichnis/SchulListe.aspx?Sort=Schulname,https://www.newschool.de; https://www.bildung.berlin.de/Schulverzeichnis/SchulListe.aspx?Sort=Schulname; https://www.bildung.berlin.de,2026-01-19T22:03:34.280442
08K03,Otto-Hahn-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential incidental costs for materials or trips not detailed publicly.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28594,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28594,2026-01-19T22:03:48.507877
04K09,Otto-von-Guericke-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential incidental costs for materials or trips not detailed in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29700,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29700,2026-01-19T22:04:03.574077
12K04,Paul-Löbe-Schule,True,,False,,,,,,,,,"Paul-Löbe-Schule is a public school in Berlin's Reinickendorf district. As a public school, it does not charge tuition fees. However, parents may incur costs for materials, school trips, and optional services such as meals in the school cafeteria.",https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf; https://www.paul-loebe-schule.de,2026-01-19T22:04:15.133792
11K11,Paul-Schmidt-Schule (Integrierte Sekundarschule),True,,False,,,,,,,,,Public school; no tuition or fees detailed in sources. Standard public school materials/trip costs may apply per Berlin guidelines.,https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=11&BezText=Lichtenberg,https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=11&BezText=Lichtenberg; https://www.paul-schmidt-schule.de,2026-01-19T22:24:23.947203
03P45,PepperMont Freie Sekundarschule für ganzheitliches Lernen,True,,True,,,,,,,,,No tuition information publicly available from school website or reliable sources,https://www.pfefferwerk.de,https://www.pfefferwerk.de,2026-01-19T22:24:36.224372
06S01,Pestalozzi-Schule,True,,False,,,,,,,,,"Public school - no tuition fees. Parents may incur costs for materials, school trips, and optional meal plans.",https://www.berlin.de/sen/bildung/,https://www.berlin.de/sen/bildung/; https://www.pestalozzi-schule-berlin.de,2026-01-19T22:24:47.129991
04K08,Peter-Ustinov-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition. Student lockers available for rent via external partner Mietra.,https://peter-ustinov-schule.de/anmeldung/,https://peter-ustinov-schule.de/anmeldung/,2026-01-19T22:24:59.081677
11K09,Philipp-Reis-Schule (Integrierte Sekundarschule),True,,False,,,,,,,,,"Public school with no tuition fees. Parents may incur costs for school materials, field trips, and optional meal plans through Sunshine Catering.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29301,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29301,2026-01-19T22:25:13.117703
12P07,Private Goethe-Schulen,True,,True,,,,,,,,,No tuition or fee details found in official sources including school websites and Berlin Senatsverwaltung profiles.,https://goethe-grundschule.bifiz.de; https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28525,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28525; https://goethe-grundschule.bifiz.de; https://goethe-gymnasium.bifiz.de,2026-01-19T22:25:34.648852
06P11,Private Kant-Schule,True,,True,,,,,,,,True,Income-related school fees available; apply with income evidence to gf@private-kant-schulen.de. No specific amounts for this school/location found.,https://www.berlin-international-school.de/en/admissions-2/,https://www.kant-oberschule.de; https://www.berlin-international-school.de/en/admissions-2/,2026-01-19T22:25:45.909663
04P42,Private Kant-Schule - Berlin International School,True,,True,1130.0,13560.0,800.0,225.0,,,False,True,"Tuition varies by grade: Grades 1-6 EUR 12,300 annual (1,025 monthly); Grades 7-10 EUR 13,560 annual (1,130 monthly). Resource fees: Grades 1-5 EUR 125; 6-8 EUR 175; 9-10 EUR 225. Excludes excursions, trips, activities, bus. Sibling discounts for Grades 11-12 IBDP.",https://www.berlin-international-school.de/en/admissions-2/,https://www.berlin-international-school.de/en/admissions-2/,2026-01-19T22:25:59.630043
01P49,Quinoa-Schule Freie Sekundarschule Berlin Wedding,True,,,,,,,,,,,No information available - search results did not contain school data,,https://www.quinoa-bildung.de,2026-01-19T22:26:14.888099
02K08,Refik-Veseli-Schule (Integrierte Sekundarschule),True,,False,,,,,,,,,Public school (öffentlich); no tuition fees mentioned. Ancillary costs not detailed in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29289,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29289,2026-01-19T22:26:24.002180
03K06,Reinhold-Burger-Schule,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. Lunch provision (Mittagessenversorgung) available, but costs not specified.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29140,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29140,2026-01-19T22:26:38.340657
04K03,Robert-Jungk-Schule,True,,False,,,,,,,False,False,"Public school; no tuition. Book lists imply material costs for required textbooks, but no specific amounts listed.",https://www.robert-jungk-oberschule.de/service/downloads/,https://www.robert-jungk-oberschule.de/service/downloads/; https://www.robert-jungk-oberschule.de,2026-01-19T22:26:53.089782
08K09,Röntgen-Schule,True,,False,,,,,,,,,"Public school in Berlin - no tuition fees charged. Families may incur costs for materials, school trips, and cafeteria meals.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29572,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29572,2026-01-19T22:27:04.044747
10K01,Rudolf-Virchow-Schule,True,,False,,,,,,,False,False,Public school; no tuition fees. Potential minor costs for materials or trips not specified in sources.,"N/A (public school, no tuition info found)",https://www.rvo-berlin.de,2026-01-19T22:27:18.895912
08S08,Schilling-Schule,True,,False,,,,,,,,,Public school (öffentlich); no tuition fees apply. No details on optional costs like materials or trips found.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28618,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28618,2026-01-19T22:27:28.520038
11A07,Schul- und Leistungssportzentrum Berlin (Sportforum),True,,False,,,,,,,,,"This is a public school (öffentlich) operated by the Berlin Senate Administration for Education. No tuition fees are charged. As a public school in Berlin, education is funded through the state education budget. Parents may incur costs for materials, field trips, and meals in the school cafeteria, but these are not formal tuition charges.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29292,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29292,2026-01-19T22:27:37.841605
07K13,Schule am Berlinickeplatz (Integrierte Sekundarschule),True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. No details on material, trip, or other costs publicly available.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29655,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29655,2026-01-19T22:28:02.012112
11S05,Schule am grünen Grund,False,No website available,False,,,,,,,,,No website available for research,,,2026-01-19T22:28:15.425150
05S01,Schule am Grüngürtel,True,,False,,,,,,,,,"Public school (öffentlich); no tuition fees apply. After-school care available via external provider since 2005, but costs not specified.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29729,https://schule-am-gruenguertel.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29729,2026-01-19T22:28:17.436772
02K05,Schule am Königstor (Integrierte Sekundarschule),True,,False,,,,,,,,,"Schule am Königstor is a public school funded by the Berlin education authority (Senatsverwaltung für Bildung, Jugend und Familie). No tuition fees are charged. Parents may incur costs for school materials, field trips, and optional meal plans through the school cafeteria.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29049,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29049,2026-01-19T22:28:29.546453
11K06,Schule am Rathaus,True,,False,,,,,,,False,False,Public school (Öffentlich); no tuition fees. Potential minor costs for materials or excursions not specified.,https://schuleamrathaus.de (inferred from school type and lack of fee info),https://schuleamrathaus.de,2026-01-19T22:28:50.853638
10S07,Schule am Rosenhain,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees apply. Hort (after-school care) contact available but no costs specified.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29095,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29095,2026-01-19T22:29:00.388159
01K08,Schule am Schillerpark (Integrierte Sekundarschule),True,,False,,,,,,,False,False,"Public school; no tuition fees. Lunch (Mittagessen) provided, but costs not specified.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29016,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29016,2026-01-19T22:29:14.356712
04K06,Schule am Schloss (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school with no tuition; no specific costs for materials or other fees publicly detailed.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28789,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28789,2026-01-19T22:29:30.796786
05K09,Schule am Staakener Kleeblatt (Integrierte Sekundarschule),True,,False,,,,,,,,,"Public school; no tuition fees. Potential incidental costs (e.g., materials, trips) not specified in sources.",https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=05&BezText=Spandau,https://www.bildung.berlin.de/schulverzeichnis/SchulListe.aspx?BezNr=05&BezText=Spandau,2026-01-19T22:29:45.194910
09S06,Schule am Wildgarten,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Standard public school material or activity costs may apply but not specified.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29658,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29658,2026-01-19T22:30:03.357126
01S01,Schule am Zille-Park,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees apply. No specific costs for materials or other services detailed in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28845,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28845,2026-01-19T22:30:21.995403
08S04,Schule am Zwickauer Damm,False,No website available,False,,,,,,,,,No website available for research,,,2026-01-19T22:30:31.318148
09K08,Schule an der Dahme (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school; no tuition fees. Possible minor costs for materials or trips not specified in sources.,https://www.dahmeschule.de (general public ISS status); Berlin district sites confirm öffentlich ownership,https://www.dahmeschule.de,2026-01-19T22:30:33.326993
05K08,Schule an der Haveldüne (Integrierte Sekundarschule),True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees mentioned. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://www.berlin.de/ba-spandau/aktuelles/schulbauoffensive/05k08-1003370.php,https://www.berlin.de/ba-spandau/aktuelles/schulbauoffensive/05k08-1003370.php,2026-01-19T22:30:46.466885
05K07,Schule an der Jungfernheide (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school; no tuition or fees apply. Possible minor costs for materials or trips not specified in sources.,"https://www.schule-an-der-jungfernheide.de, https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf",https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf; https://www.schule-an-der-jungfernheide.de,2026-01-19T22:31:02.549034
08S09,Schule an der Windmühle,True,,False,,,,,,,False,False,"Public school; no tuition fees. Possible minor costs for materials or trips per Berlin public school norms, but no specific data found.","N/A (public school, no tuition info required or found)",https://www.schule-an-der-windmuehle.de,2026-01-19T22:31:13.519231
11K08,Schule-am-Tierpark (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential minor costs for materials or excursions not specified in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29348,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29348,2026-01-19T22:31:26.033626
03P03,Schulen Christburg Campus Prenzlauer Berg,True,,True,,,,,,,,,"Tuition information is not publicly available. Parents must contact the school directly at Sekretariat@Christburg-Campus.de or +49 30 4431237170 for detailed fee schedules. The school does mention that BerlinPass holders receive individual tutoring support through the cooperation partner Intellego, suggesting some socioeconomic support mechanisms may exist.",Information not found in public sources,,2026-01-19T22:31:41.766163
05P19,SIS Swiss International School Berlin,True,,True,,,,,,,,,No tuition details publicly available in search results,https://www.swissinternationalschool.de,https://www.swissinternationalschool.de,2026-01-19T22:32:07.474868
07K05,Solling-Schule,True,,False,,,,,,,False,False,"Public school; no tuition fees. Cafeteria offers warm meals, but costs not specified.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28579,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28579,2026-01-19T22:32:16.579109
07K01,Sophie-Scholl-Schule,True,,False,,,,,,,,,"Public school in Berlin with no tuition fees. Parents may incur costs for materials, school trips, and optional services, but specific amounts are not publicly documented.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29911,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29911,2026-01-19T22:52:56.145002
04A08,Sportschule im Olympiapark - Poelchau-Schule,True,,False,,,,,,,False,False,Public school; no tuition fees. Standard Berlin public school materials/excursion costs may apply but not specified.,"N/A (public school, no fees found)",,2026-01-19T22:53:15.916319
03B08,Staatliche Ballett- und Artistikschule Berlin,True,,False,,,,,,260.0,,,Public school with free education; monthly boarding (Internat) costs 260 EUR for eligible students up to 10th grade.,https://sbuas.berlin/internat/aufnahme-und-kosten.html,https://sbuas.berlin/internat/aufnahme-und-kosten.html,2026-01-19T22:53:30.600514
07K04,Theodor-Haubach-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. No details on optional costs like materials or trips found in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28578,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28578,2026-01-19T22:53:47.761384
03P24,Ting-Schule (Integrierte Sekundarschule),True,,True,,,,,,,,,No public tuition details found; private e.V.-operated school likely charges fees—contact school directly.,https://ting-schule.de (no fee info accessible); https://familienwegweiser-pankow.de/adressen/ting-schule-integrierte-sekundarschule/,https://ting-schule.de; https://familienwegweiser-pankow.de/adressen/ting-schule-integrierte-sekundarschule/,2026-01-19T22:54:00.459862
11K07,Vincent-van-Gogh-Schule (Integrierte Sekundarschule),True,,False,,,,,,,,,"Public school in Berlin - no tuition charged. Parents may incur costs for materials, school trips, and optional programs.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29302,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29302,2026-01-19T22:54:17.739703
12S05,Waldseeschule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees applicable,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29007,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29007,2026-01-19T22:54:30.147709
04K10,Wangari-Maathai-Internationale-Schule,True,,False,,,,,,,,,Public school (öffentlich); no tuition or fees mentioned. Enrollment managed centrally by Senatsverwaltung with required documents.,https://wangari-maathai-schule.de/de/registration,https://wangari-maathai-schule.de/de/registration; https://wangari-maathai-schule.de,2026-01-19T22:54:39.471786
09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school; no tuition fees. Lunch provision available but costs not specified.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29059,https://www.boelsche-berlin.de.[2; https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29059,2026-01-19T22:54:50.261286
05P13,Wilhelmstadt Schulen,True,,False,,,,,,,,,"Wilhelmstadt Schulen appears to be a public school (Integrierte Sekundarschule) in Berlin-Spandau. Public schools in Berlin do not charge tuition. Parents may incur costs for school materials, field trips, and optional meal plans at the school cafeteria.",https://www.bildung.berlin.de/Schulverzeichnis/ - Berlin education authority school directory,https://www.bildung.berlin.de/Schulverzeichnis/,2026-01-19T22:55:15.620205
07A44,Willkommensschule THF,False,No website available,False,,,,,,,,,No website available for research,,,2026-01-19T22:55:37.739353
12A44,Willkommensschule TXL,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition or fees mentioned. Potential minor costs for materials or trips not detailed publicly.,"https://willkommensschule-txl.de, https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29842",https://willkommensschule-txl.de; https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29842,2026-01-19T22:55:39.746809
01K01,Willy-Brandt-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential standard public school costs for materials or trips not specified in sources.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29052,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29052,2026-01-19T22:56:01.939592
06K02,Wilma-Rudolph-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees mentioned. Potential incidental costs (e.g., materials, trips) not detailed in sources.",https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28495,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28495,2026-01-19T22:56:21.669447
05K06,Wolfgang-Borchert-Schule (Integrierte Sekundarschule),True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential costs for materials or trips not detailed in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29579,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29579,2026-01-19T22:56:36.108255
08K10,Zuckmayer-Schule,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Cafeteria available but costs not specified.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29566,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29566,2026-01-19T22:56:56.080065
09Y12,12. Schule (Gymnasium),True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition. No details on materials, meals, or other costs found.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29841,https://gymnasium09y12.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29841,2026-01-19T22:57:15.531179
11Y12,12. Schule (Gymnasium),True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition. No details on materials, meals, or other costs found.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29841,https://gymnasium09y12.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29841,2026-01-19T22:57:15.531179
10Y12,12. Schule (Gymnasium),True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition. No details on materials, meals, or other costs found.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29841,https://gymnasium09y12.de; https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=29841,2026-01-19T22:57:15.531179
